user_input,response
o que e um festival literario?,"Um festival literario e um evento cultural dedicado a celebracao da leitura e da literatura, reunindo autores, editoras, livreiros e leitores. Costumam incluir debates, lancamentos de livros, oficinas e atividades culturais. No Brasil se destacam: FLIP (Paraty), FLIC (BH), FLOR (SP), Flipocos (Pocos de Caldas) e Festival Literario Catarinense."
quais autores foram homenageados na Feira Unesp?,"A Feira do Livro da Unesp ja prestou homenagem a grandes nomes da literatura, como Paulo Freire, Florestan Fernandes e Mario de Andrade. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.livraria.unesp.br."
qual o endereco da Bienal do Livro do Rio de Janeiro?,"O endereco da Bienal do Rio de Janeiro e: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Para informacoes de transporte e estacionamento, consulte www.bienaldorio.com.br."
qual o endereco da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo acontece em: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Mais detalhes logisticos em www.bienaldolivro.com.br."
a FLIP - Festa Literaria Internacional de Paraty cobra entrada?,"Os precos dos ingressos da FLIP - Festa Literaria Internacional de Paraty variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br."
quando vai ser a Bienal Bahia esse ano?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrobahia.com.br."
onde acontece a Festival Literario SC?,A Festival Literario Catarinense e realizada em Florianopolis (SC).
quando e a Bienal do Livro do Rio de Janeiro?,A Bienal do Rio de Janeiro geralmente acontece em setembro. Consulte www.bienaldorio.com.br para as datas exatas.
em que epoca do ano rola a Festa Literaria POA?,"A Festa Literaria de Porto Alegre geralmente acontece em novembro. Para as datas exatas desta edicao, consulte festaliterariaportaalegre.com.br."
me explica o que e a FLOR,"A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Acesse www.feiraflor.com.br para mais informacoes."
agradeco,"Fico feliz em ajudar! Se tiver mais duvidas sobre feiras literarias, e so perguntar."
qual o endereco da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco acontece em: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Mais detalhes logisticos em www.bienaldolivrope.com.br."
quem sao os homenageados da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja prestou homenagem a grandes nomes da literatura, como Clarice Lispector, Ariano Suassuna e Joao Cabral de Melo Neto. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrope.com.br."
quem foi homenageado na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte ja prestou homenagem a grandes nomes da literatura, como Conceicao Evaristo, Guimaraes Rosa e Drummond de Andrade. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flicbh.com.br."
quais autores ja foram convidados para a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Ailton Krenak e Conceicao Evaristo, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
quero saber sobre a bienal do livro,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
qual a importancia da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quanto e o ticket da Bienal do Livro SP?,"Os precos dos ingressos da Bienal Internacional do Livro de Sao Paulo variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivro.com.br."
o que e a Flipocos - Festa Literaria de Pocos de Caldas?,"A Flipocos - Festa Literaria de Pocos de Caldas e um festival literario encantador na cidade das aguas, com programacao intimista e diversificada para leitores de todas as idades. Acesse www.flipocos.com.br para mais informacoes."
qual a data da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas geralmente acontece em agosto. Para as datas exatas desta edicao, consulte www.flipocos.com.br."
onde exatamente fica a Bienal Bahia?,"O endereco da Bienal do Livro Bahia e: Centro de Convencoes da Bahia - Av. Antonio Carlos Magalhaes, s/n - Stiep, Salvador (BA) - CEP 41770-019. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrobahia.com.br."
em que epoca do ano rola a Feira Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.livraria.unesp.br."
quais escritores ja estiveram na Festival Literario SC?,"A Festival Literario Catarinense ja recebeu como convidados nomes como Milton Hatoum, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.festivalliterariosc.com.br."
onde acontece a Feira Unesp?,A Feira do Livro da Unesp e realizada em Sao Paulo (SP) - Campus da Unesp.
quando vai ser a Flipocos esse ano?,"A Flipocos - Festa Literaria de Pocos de Caldas geralmente acontece em agosto. Para as datas exatas desta edicao, consulte www.flipocos.com.br."
a FLIP e paga?,"Os precos dos ingressos da FLIP - Festa Literaria Internacional de Paraty variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br."
o que tem na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flicbh.com.br proximo ao evento."
precisa pagar para entrar na Festival Literario SC?,"Os precos dos ingressos da Festival Literario Catarinense variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.festivalliterariosc.com.br."
por que devo ir a FLIP?,"A FLIP - Festa Literaria Internacional de Paraty e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
o que e a Bienal do Rio de Janeiro?,"A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Acesse www.bienaldorio.com.br para mais informacoes."
quero saber tudo sobre a Festival Literario SC,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Ocorre em setembro em Florianopolis (SC). Mais informacoes em www.festivalliterariosc.com.br."
quando e a Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo geralmente acontece em julho. Para as datas exatas desta edicao, consulte www.bienaldolivro.com.br."
como me inscrever em uma oficina de feira literaria?,"As inscricoes para oficinas costumam ser feitas pelo site oficial de cada feira, geralmente com vagas limitadas. Fique de olho nos sites com antecedencia pois as oficinas tem alta demanda."
qual o endereco completo da Bienal do Livro SP?,"O endereco da Bienal Internacional do Livro de Sao Paulo e: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Para informacoes de transporte e estacionamento, consulte www.bienaldolivro.com.br."
voce recomenda alguma feira para quem gosta de biografia?,"Para quem aprecia biografia, a Bienal do Livro SP costuma ter a maior variedade de titulos e lancamentos nesse estilo. A FLIP tambem tem mesas tematicas e debates sobre diferentes correntes literarias. Vale conferir a programacao antes de ir."
feiras literarias sao apenas para adultos?,"Nao! As principais feiras tem programacao para todas as idades. Ha sessoes infantis, juvenis e adultas, tornando-as otimas opcoes de passeio em familia."
quando vai ser a Festival Literario SC esse ano?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
me da o endereco da Festa Literaria POA,"O endereco da Festa Literaria de Porto Alegre e: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Para informacoes de transporte e estacionamento, consulte festaliterariaportaalegre.com.br."
qual a programacao da FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiraflor.com.br proximo ao evento."
tem bate-papo com autores na Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.livraria.unesp.br proximo ao evento."
me conta sobre a Feira do Livro da Unesp,"A Feira do Livro da Unesp e uma feira academica e literaria promovida pela Editora Unesp, com forte presenca de titulos universitarios, tecnicos e de divulgacao cientifica. Acesse www.livraria.unesp.br para mais informacoes."
tem entrada gratuita na Bienal Rio?,"Os precos dos ingressos da Bienal do Rio de Janeiro variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br."
o que e a Bienal Internacional do Livro de Pernambuco?,"A Bienal Internacional do Livro de Pernambuco e um dos grandes festivais do livro no coracao do Nordeste, destacando autores regionais e internacionais com rica programacao cultural. Acesse www.bienaldolivrope.com.br para mais informacoes."
quanto e o ticket da Festa Literaria POA?,"Os precos dos ingressos da Festa Literaria de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em festaliterariaportaalegre.com.br."
qual o preco do ingresso para a Feira do Livro POA?,"Os precos dos ingressos da Feira do Livro de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br."
a Flipocos - Festa Literaria de Pocos de Caldas cobra entrada?,"Os precos dos ingressos da Flipocos - Festa Literaria de Pocos de Caldas variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flipocos.com.br."
quais as datas da Bienal do Livro Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrobahia.com.br."
qual a cidade da Festa Literaria POA?,A Festa Literaria de Porto Alegre e realizada em Porto Alegre (RS).
qual o preco do ingresso para a FLIP?,"Os precos dos ingressos da FLIP - Festa Literaria Internacional de Paraty variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br."
a Bienal Internacional do Livro de Sao Paulo cobra entrada?,"Os precos dos ingressos da Bienal Internacional do Livro de Sao Paulo variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivro.com.br."
a Feira do Livro POA e em qual cidade?,A Feira do Livro de Porto Alegre e realizada em Porto Alegre (RS) - Praca da Alfandega.
quero saber tudo sobre a FLIP,"A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Ocorre em julho/agosto em Paraty (RJ). Mais informacoes em www.flip.org.br."
tem oficinas na FLIP?,"A FLIP - Festa Literaria Internacional de Paraty costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flip.org.br proximo ao evento."
vale a pena ir na Bienal Rio?,"Com certeza! A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Confira a programacao em www.bienaldorio.com.br e planeje sua visita."
quando ocorre a Festival Literario Catarinense?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
qual e o local da Bienal Bahia?,A Bienal do Livro Bahia e realizada em Salvador (BA) - Centro de Convencoes.
